ID	Fold	Predicted
FaultFinding-VOLTAGE_DEFINE_Q.sbj26-l1.qa254	0	contradictory
FaultFinding-VOLTAGE_DEFINE_Q.sbj27-l1.qa231	0	contradictory
FaultFinding-VOLTAGE_DEFINE_Q.sbj33-l1.qa219	0	non_domain
FaultFinding-VOLTAGE_DEFINE_Q.sbj34-l1.qa208	0	partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbj38-l1.qa207	0	partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbj42-l1.qa240	0	partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbjb6-l1.qa180	0	partially_correct_incomplete
FaultFinding-VOLTAGE_DEFINE_Q.sbjb9-l1.qa193	0	correct
FaultFinding-VOLTAGE_DEFINE_Q.sbjb17-l1.qa181	0	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj8-l1.qa201	0	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj8-l1.qa202	0	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj8-l1.qa203	0	partially_correct_incomplete
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj12-l1.qa166	0	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj22-l1.qa191	0	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj29-l1.qa184	0	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj29-l1.qa185	0	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj31-l1.qa186	0	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj33-l1.qa176	0	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj33-l1.qa177	0	partially_correct_incomplete
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj38-l1.qa167	0	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj38-l1.qa169	0	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbj45-l1.qa174	0	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb1-l1.qa150	0	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb11-l1.qa147	0	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb15-l1.qa146	0	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb26-l1.qa145	0	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb42-l1.qa147	0	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj7-l1.qa169	0	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj10-l1.qa192	0	partially_correct_incomplete
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj13-l1.qa203	0	non_domain
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj27-l1.qa190	0	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj39-l1.qa206	0	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbj48-l1.qa172	0	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbjb18-l1.qa157	0	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbjb24-l1.qa153	0	non_domain
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbjb35-l1.qa146	0	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj7-l1.qa156	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj15-l1.qa194	0	non_domain
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj18-l1.qa157	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj34-l1.qa153	0	irrelevant
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj35-l1.qa169	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj36-l1.qa176	0	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj42-l1.qa168	0	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj45-l1.qa160	0	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbjb4-l1.qa136	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbjb5-l1.qa145	0	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbjb24-l1.qa143	0	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbjb26-l1.qa136	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbjb35-l1.qa136	0	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbjb38-l1.qa136	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY3.sbjb4-l1.qa138	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY3.sbjb21-l1.qa137	0	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj7-l1.qa159	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj13-l1.qa188	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj24-l1.qa182	0	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj39-l1.qa192	0	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb4-l1.qa139	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb18-l1.qa150	0	non_domain
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb21-l1.qa138	0	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb25-l1.qa143	0	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb27-l1.qa138	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb29-l1.qa142	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb30-l1.qa143	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbjb36-l1.qa138	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY5.sbj38-l1.qa160	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY5.sbj40-l1.qa188	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY5.sbjb4-l1.qa140	0	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY6.sbjb4-l1.qa141	0	contradictory
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY6.sbjb6-l1.qa143	0	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY6.sbjb34-l1.qa140	0	partially_correct_incomplete
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj8-l1.qa254	0	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj8-l1.qa256	0	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj12-l1.qa207	0	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj13-l1.qa251	0	correct
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj15-l1.qa257	0	partially_correct_incomplete
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj24-l1.qa258	0	non_domain
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj27-l1.qa237	0	partially_correct_incomplete
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj30-l1.qa222	0	non_domain
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj31-l1.qa228	0	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj43-l1.qa224	0	partially_correct_incomplete
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbj45-l1.qa219	0	partially_correct_incomplete
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb31-l1.qa179	0	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb35-l1.qa181	0	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb40-l1.qa180	0	contradictory
FaultFinding-VOLTAGE_INCOMPLETE_CIRCUIT_2_Q.sbjb41-l1.qa182	0	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj13-l2.qa95	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj13-l2.qa96	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj27-l2.qa91	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj31-l2.qa96	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj38-l2.qa84	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj47-l2.qa94	0	partially_correct_incomplete
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj48-l2.qa87	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbjb6-l2.qa76	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbjb10-l2.qa76	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbjb30-l2.qa76	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbjb37-l2.qa77	0	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbj9-l2.qa87	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbj19-l2.qa110	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbj23-l2.qa91	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbjb5-l2.qa78	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbjb22-l2.qa78	0	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbjb38-l2.qa78	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbj15-l2.qa110	0	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbj36-l2.qa90	0	partially_correct_incomplete
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbj38-l2.qa89	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbj40-l2.qa101	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb6-l2.qa80	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb29-l2.qa81	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb31-l2.qa80	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbj15-l2.qa119	0	contradictory
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbj29-l2.qa107	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbj31-l2.qa109	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbjb16-l2.qa88	0	partially_correct_incomplete
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbjb19-l2.qa87	0	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbjb40-l2.qa87	0	partially_correct_incomplete
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbj18-l2.qa134	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbj19-l2.qa174	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbj33-l2.qa143	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbjb36-l2.qa122	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbj8-l2.qa150	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbj28-l2.qa151	0	contradictory
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbj29-l2.qa153	0	partially_correct_incomplete
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb3-l2.qa131	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb4-l2.qa124	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb19-l2.qa126	0	partially_correct_incomplete
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb30-l2.qa124	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb34-l2.qa125	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj15-l2.qa167	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj19-l2.qa169	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj23-l2.qa142	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj28-l2.qa143	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj40-l2.qa149	0	contradictory
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj47-l2.qa149	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb11-l2.qa119	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb18-l2.qa119	0	non_domain
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb19-l2.qa121	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb31-l2.qa119	0	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb35-l2.qa121	0	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj15-l2.qa123	0	partially_correct_incomplete
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj19-l2.qa123	0	partially_correct_incomplete
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj23-l2.qa103	0	contradictory
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj34-l2.qa112	0	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbjb35-l2.qa92	0	contradictory
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbj38-l2.qa106	0	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbjb16-l2.qa95	0	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbjb18-l2.qa94	0	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbjb21-l2.qa94	0	contradictory
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbjb41-l2.qa95	0	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj11-l2.qa117	0	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj19-l2.qa139	0	partially_correct_incomplete
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj26-l2.qa129	0	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj37-l2.qa111	0	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj37-l2.qa112	0	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbjb1-l2.qa103	0	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbjb2-l2.qa105	0	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbjb9-l2.qa103	0	partially_correct_incomplete
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbjb10-l2.qa102	0	partially_correct_incomplete
