ID	Fold	Actual	Predicted
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbjb7-l2.qa103	1	correct	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj48-l1.qa160	1	correct	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj12-l2.qa67	1	correct	contradictory
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj45-l1.qa74	1	correct	correct
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbjb38-l1.qa72	1	correct	contradictory
FaultFinding-VOLTAGE_DIFF_DISCUSS_1_Q.sbjb5-l1.qa154	1	correct	partially_correct_incomplete
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbjb26-l1.qa37	1	correct	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj14-l1.qa210	1	correct	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj12-l1.qa184	1	correct	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj13-l2.qa85	1	correct	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb29-l1.qa164	1	correct	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY4.sbj8-l1.qa246	1	correct	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj48-l1.qa161	1	correct	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q2.sbj11-l2.qa61	1	correct	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q1.sbj48-l2.qa44	1	correct	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj12-l2.qa91	1	correct	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj12-l2.qa50	1	correct	correct
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj14-l1.qa109	1	correct	contradictory
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb38-l2.qa124	1	correct	correct
FaultFinding-VOLTAGE_DIFF_DISCUSS_2_Q.sbjb26-l1.qa146	1	correct	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj18-l1.qa182	1	correct	correct
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbj11-l1.qa166	1	correct	contradictory
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj9-l1.qa93	1	correct	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY5.sbj43-l1.qa173	1	correct	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj3-l2.qa72	1	correct	correct
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj39-l1.qa114	1	correct	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbj14-l2.qa150	1	correct	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbjb13-l2.qa68	1	correct	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbjb1-l1.qa180	1	correct	contradictory
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbj40-l2.qa86	1	correct	correct
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbj12-l1.qa80	1	correct	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbj47-l2.qa105	1	correct	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbjb16-l2.qa54	1	correct	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj26-l1.qa194	1	correct	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb12-l1.qa168	1	correct	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb21-l2.qa124	1	correct	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj22-l1.qa210	1	correct	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY4.sbj36-l1.qa232	1	correct	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY6.sbjb2-l1.qa151	1	correct	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj40-l2.qa111	1	correct	partially_correct_incomplete
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY4.sbj40-l1.qa187	1	correct	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbjb4-l2.qa68	1	correct	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbj43-l2.qa47	1	correct	partially_correct_incomplete
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj37-l2.qa129	1	correct	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj47-l1.qa73	1	correct	partially_correct_incomplete
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q1.sbj46-l2.qa67	1	correct	partially_correct_incomplete
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbj10-l2.qa64	1	correct	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY4.sbjb35-l1.qa175	1	correct	contradictory
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbj48-l1.qa85	1	correct	partially_correct_incomplete
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbjb32-l1.qa44	1	correct	correct
SwitchesBulbsParallel-PARALLEL_SWITCH_EXPLAIN_Q3.sbjb1-l2.qa44	1	correct	correct
FaultFinding-VOLTAGE_AND_GAP_DISCUSS_Q.sbjb6-l1.qa149	1	correct	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbj46-l2.qa121	1	correct	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbj14-l2.qa95	1	correct	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbjb40-l2.qa124	1	correct	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj42-l1.qa65	1	correct	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q2.sbj9-l2.qa113	1	correct	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb17-l1.qa166	1	correct	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbjb9-l2.qa104	1	correct	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbj34-l2.qa98	1	correct	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbjb13-l2.qa76	1	correct	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbj29-l2.qa154	1	correct	correct
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj48-l1.qa93	1	correct	contradictory
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj9-l2.qa136	1	correct	correct
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj43-l1.qa104	1	correct	contradictory
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_2.sbjb42-l1.qa42	1	correct	correct
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj30-l1.qa79	1	correct	partially_correct_incomplete
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q2.sbj33-l2.qa95	1	correct	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q3.sbj14-l2.qa152	1	correct	correct
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbj30-l1.qa87	1	correct	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_WHY_Q.sbjb10-l2.qa87	1	correct	partially_correct_incomplete
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbjb9-l2.qa95	1	correct	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbj34-l2.qa116	1	correct	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY6.sbjb38-l1.qa141	1	correct	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj11-l2.qa138	1	correct	correct
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbjb26-l1.qa79	1	correct	contradictory
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbjb31-l1.qa42	1	correct	partially_correct_incomplete
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj24-l2.qa138	1	correct	contradictory
FaultFinding-OTHER_TERMINAL_STATE_EXPLAIN_Q.sbjb28-l1.qa123	1	correct	partially_correct_incomplete
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb12-l2.qa121	1	correct	correct
SwitchesBulbsSeries-DAMAGED_BULB_EXPLAIN_2_Q.sbj12-l1.qa88	1	correct	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q2.sbjb5-l2.qa55	1	correct	correct
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj34-l2.qa141	1	correct	correct
SwitchesBulbsSeries-SWITCH_OPEN_EXPLAIN_Q.sbj33-l1.qa77	1	correct	contradictory
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbjb42-l2.qa94	1	correct	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q1.sbj37-l2.qa85	1	correct	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbjb5-l2.qa68	1	correct	contradictory
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbj11-l2.qa144	1	correct	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj37-l1.qa153	1	correct	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q2.sbj37-l2.qa62	1	correct	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbjb28-l2.qa119	1	correct	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj26-l2.qa156	1	correct	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_5.sbj33-l1.qa57	1	correct	correct
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj47-l2.qa145	1	correct	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_X_Q.sbj46-l1.qa49	1	correct	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb4-l1.qa162	1	correct	partially_correct_incomplete
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_HYBRID_EXPLAIN_Q2.sbjb13-l2.qa122	1	correct	correct
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj18-l1.qa207	1	correct	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY4.sbjb15-l1.qa176	1	correct	correct
SwitchesBulbsParallel-BURNED_BULB_PARALLEL_EXPLAIN_Q3.sbjb7-l2.qa81	1	correct	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY6.sbjb26-l1.qa176	1	correct	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q1.sbj27-l2.qa108	1	correct	correct
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj18-l1.qa38	1	correct	correct
SwitchesBulbsSeries-SHORT_CIRCUIT_EXPLAIN_Q_4.sbj12-l1.qa49	1	correct	correct
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbjb31-l2.qa112	1	correct	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbjb37-l2.qa56	1	correct	contradictory
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj10-l2.qa139	1	correct	correct
SwitchesBulbsParallel-GIVE_CIRCUIT_TYPE_PARALLEL_EXPLAIN_Q2.sbj46-l2.qa151	1	correct	correct
SwitchesBulbsParallel-OPT1_EXPLAIN_Q2.sbjb36-l2.qa68	1	correct	correct
SwitchesBulbsParallel-OPT2_EXPLAIN_Q.sbj12-l2.qa136	1	correct	partially_correct_incomplete
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbj11-l1.qa108	1	correct	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_EXPLAIN_Q3.sbjb11-l2.qa94	1	correct	correct
SwitchesBulbsSeries-CONDITIONS_FOR_BULB_TO_LIGHT.sbj9-l1.qa41	1	correct	correct
FaultFinding-TERMINAL_STATE_EXPLAIN_Q.sbj11-l1.qa165	1	correct	correct
SwitchesBulbsSeries-DAMAGED_BUILD_EXPLAIN_Q.sbj14-l1.qa97	1	correct	correct
SwitchesBulbsParallel-SWITCH_TABLE_EXPLAIN_Q3.sbjb21-l2.qa56	1	correct	correct
SwitchesBulbsParallel-HYBRID_BURNED_OUT_WHY_Q3.sbjb38-l2.qa103	1	correct	contradictory
FaultFinding-BURNED_BULB_LOCATE_EXPLAIN_Q.sbj29-l1.qa230	1	correct	correct
FaultFinding-VOLTAGE_GAP_EXPLAIN_WHY1.sbj13-l1.qa181	1	correct	contradictory
SwitchesBulbsSeries-GIVE_CIRCUIT_TYPE_SERIES_EXPLAIN_Q.sbj23-l2.qa134	1	correct	correct
