ID	Fold	Predicted
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa224	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa225	0	irrelevant
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa226	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj39-l1.qa227	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa215	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa216	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa217	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa218	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj40-l1.qa219	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa202	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa203	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj42-l1.qa204	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj43-l1.qa201	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj45-l1.qa192	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj45-l1.qa193	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa206	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa207	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj46-l1.qa208	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbj47-l1.qa219	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb1-l1.qa166	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb2-l1.qa170	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb4-l1.qa161	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb6-l1.qa162	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb7-l1.qa159	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb9-l1.qa175	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb10-l1.qa159	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb12-l1.qa165	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb13-l1.qa161	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb15-l1.qa161	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb16-l1.qa161	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb18-l1.qa171	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb19-l1.qa164	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb20-l1.qa171	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb22-l1.qa170	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb25-l1.qa164	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb26-l1.qa160	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb27-l1.qa159	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb28-l1.qa164	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb29-l1.qa163	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb30-l1.qa166	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb31-l1.qa159	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb32-l1.qa163	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb34-l1.qa159	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb35-l1.qa160	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb36-l1.qa159	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb37-l1.qa159	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb39-l1.qa162	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb40-l1.qa160	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb41-l1.qa162	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY1.sbjb42-l1.qa162	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj7-l1.qa186	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj8-l1.qa229	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj9-l1.qa190	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj10-l1.qa211	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj12-l1.qa184	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj14-l1.qa210	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj19-l1.qa243	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj19-l1.qa244	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj19-l1.qa245	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj19-l1.qa246	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj22-l1.qa210	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj23-l1.qa187	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj24-l1.qa222	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj24-l1.qa223	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj29-l1.qa203	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj31-l1.qa203	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj33-l1.qa198	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj33-l1.qa199	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj35-l1.qa208	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj35-l1.qa209	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj35-l1.qa210	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj36-l1.qa217	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj37-l1.qa184	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj38-l1.qa189	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj39-l1.qa228	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj40-l1.qa220	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj40-l1.qa221	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj42-l1.qa205	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj43-l1.qa202	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj45-l1.qa195	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj45-l1.qa196	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj46-l1.qa209	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbj48-l1.qa189	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb1-l1.qa167	0	irrelevant
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb2-l1.qa171	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb3-l1.qa183	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb4-l1.qa162	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb6-l1.qa163	0	irrelevant
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb7-l1.qa160	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb10-l1.qa160	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb11-l1.qa165	0	irrelevant
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb15-l1.qa162	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb19-l1.qa165	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb21-l1.qa161	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb24-l1.qa168	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb25-l1.qa165	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb26-l1.qa161	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb28-l1.qa165	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb29-l1.qa164	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb30-l1.qa167	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb32-l1.qa164	0	irrelevant
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb34-l1.qa160	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb38-l1.qa161	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY2.sbjb39-l1.qa163	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj3-l1.qa196	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj7-l1.qa188	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj8-l1.qa231	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj9-l1.qa192	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj11-l1.qa216	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj13-l1.qa225	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj14-l1.qa212	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj14-l1.qa213	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj15-l1.qa237	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj19-l1.qa248	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj19-l1.qa250	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj22-l1.qa212	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj22-l1.qa213	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj22-l1.qa214	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj22-l1.qa215	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj23-l1.qa189	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj24-l1.qa228	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj24-l1.qa230	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj26-l1.qa230	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj26-l1.qa231	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj27-l1.qa211	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj27-l1.qa212	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj28-l1.qa208	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj28-l1.qa209	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj28-l1.qa210	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj29-l1.qa205	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj30-l1.qa198	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj31-l1.qa205	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj33-l1.qa201	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj33-l1.qa202	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj33-l1.qa203	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj35-l1.qa213	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj36-l1.qa219	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj37-l1.qa186	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj38-l1.qa191	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj39-l1.qa230	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj39-l1.qa231	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj39-l1.qa232	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj40-l1.qa223	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj43-l1.qa204	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj45-l1.qa198	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj47-l1.qa223	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj47-l1.qa224	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj47-l1.qa225	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbj48-l1.qa191	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb1-l1.qa169	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb2-l1.qa173	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb6-l1.qa165	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb7-l1.qa162	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb10-l1.qa162	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb12-l1.qa168	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb15-l1.qa164	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb16-l1.qa164	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb17-l1.qa166	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb19-l1.qa167	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb21-l1.qa163	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb22-l1.qa173	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb24-l1.qa170	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb25-l1.qa167	0	non_domain
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb27-l1.qa162	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb29-l1.qa166	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb30-l1.qa169	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb31-l1.qa162	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb32-l1.qa166	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb34-l1.qa162	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb35-l1.qa163	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb37-l1.qa162	0	contradictory
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb38-l1.qa163	0	partially_correct_incomplete
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb40-l1.qa163	0	correct
FaultFinding-BULB_C_VOLTAGE_EXPLAIN_WHY6.sbjb41-l1.qa165	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj3-l1.qa209	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj7-l1.qa200	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj8-l1.qa244	0	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj8-l1.qa245	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj9-l1.qa203	0	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj9-l1.qa204	0	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj10-l1.qa229	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj10-l1.qa231	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj10-l1.qa232	0	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj12-l1.qa198	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj13-l1.qa238	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj13-l1.qa239	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj13-l1.qa240	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj14-l1.qa226	0	non_domain
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj18-l1.qa197	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj19-l1.qa264	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj19-l1.qa265	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj19-l1.qa266	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj22-l1.qa226	0	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj22-l1.qa227	0	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj22-l1.qa228	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj22-l1.qa229	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj23-l1.qa200	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj24-l1.qa241	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj24-l1.qa243	0	non_domain
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj24-l1.qa244	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj24-l1.qa245	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj26-l1.qa243	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj26-l1.qa244	0	non_domain
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj26-l1.qa245	0	non_domain
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj26-l1.qa246	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj27-l1.qa223	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj27-l1.qa224	0	contradictory
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj28-l1.qa222	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj30-l1.qa209	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj31-l1.qa216	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj31-l1.qa217	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj33-l1.qa214	0	correct
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj34-l1.qa201	0	partially_correct_incomplete
FaultFinding-BULB_ONLY_EXPLAIN_WHY2.sbj35-l1.qa225	0	contradictory
